,Date,Home,HomeP,Away,AwayP,HomeD,AwayD
62,29-10-2025 19:00,Chicago Bulls,126,Sacramento Kings,113,"[['Josh Giddey', ""31'"", '20', '8', '12'], ['Tre Jones', ""30'"", '11', '1', '5'], ['Buzelis M.', ""34'"", '27', '5', '2'], ['I.Okoro', ""29'"", '9', '4', '2'], ['Vucevic N.', ""33'"", '13', '14', '7'], ['Kevin Huerter', ""25'"", '18', '4', '4'], ['Ayo Dosunmu', ""21'"", '9', '2', '1'], ['Patrick Williams', ""20'"", '9', '3', '0'], ['Jalen Smith', ""15'"", '10', '5', '0'], ['Julian Phillips', ""3'"", '0', '0', '1']]","[['Zach LaVine', ""36'"", '30', '3', '3'], ['Schroder D.', ""28'"", '5', '2', '7'], ['DeMar DeRozan', ""35'"", '19', '6', '5'], ['Westbrook R.', ""29'"", '12', '2', '4'], ['Domantas Sabonis', ""32'"", '18', '11', '6'], ['Malik Monk', ""28'"", '15', '1', '1'], ['Keon Ellis', ""23'"", '8', '1', '1'], ['D.Eubanks', ""16'"", '5', '3', '0'], ['Carter D.', ""12'"", '0', '2', '1'], ['Jones I.', ""2'"", '1', '0', '0']]"
63,29-10-2025 19:30,Dallas Mavericks,107,Indiana Pacers,105,"[['Flagg C.', ""35'"", '15', '10', '4'], ['Max Christie', ""33'"", '10', '2', '4'], ['Paul Washington Jr.', ""29'"", '9', '11', '2'], ['Klay Thompson', ""22'"", '5', '1', '1'], ['Anthony Davis', ""7'"", '4', '4', '0'], ['Dwight Powell', ""29'"", '18', '6', '0'], ['Brandon Williams', ""22'"", '20', '7', '2'], ['Naji Marshall', ""22'"", '3', '2', '2'], [""D'Angelo Russell"", ""20'"", '14', '2', '5'], ['Caleb Martin', ""13'"", '6', '1', '1'], ['Jaden Hardy', ""8'"", '3', '1', '0']]","[['Nesmith A.', ""37'"", '5', '3', '1'], ['Sheppard B.', ""25'"", '4', '8', '2'], ['Siakam P.', ""37'"", '27', '13', '3'], ['Walker J.', ""36'"", '20', '6', '5'], ['Jackson I.', ""11'"", '6', '2', '0'], ['Dennis R.', ""30'"", '17', '5', '5'], ['Huff J.', ""21'"", '5', '2', '2'], ['Jackson Q.', ""18'"", '8', '3', '0'], ['Mac McClung', ""13'"", '7', '2', '1'], ['Bradley', ""13'"", '6', '8', '1']]"
64,29-10-2025 20:00,Denver Nuggets,122,New Orleans Pelicans,88,"[['Braun C.', ""27'"", '17', '6', '4'], ['Murray J.', ""25'"", '17', '2', '6'], ['Cameron Johnson', ""27'"", '7', '1', '1'], ['Gordon A.', ""23'"", '9', '9', '3'], ['Jokic N.', ""28'"", '21', '12', '10'], ['Watson P.', ""23'"", '5', '5', '5'], ['Bruce Brown', ""19'"", '5', '4', '2'], ['Hardaway T.', ""14'"", '11', '1', '1'], ['Valanciunas J.', ""14'"", '10', '6', '3'], ['Pickett J.', ""12'"", '8', '2', '3'], ['Strawther J. L.', ""11'"", '6', '2', '2'], ['Jones S.', ""6'"", '2', '1', '0'], ['Tyson H.', ""6'"", '0', '4', '0'], ['Nnaji Z.', ""6'"", '4', '1', '0']]","[['Fears J.', ""30'"", '21', '1', '6'], ['Jones H.', ""21'"", '5', '1', '1'], ['Murphy T.', ""32'"", '7', '7', '0'], ['Williamson Z.', ""26'"", '11', '0', '2'], ['Jordan D.', ""12'"", '2', '5', '0'], ['Missi Y.', ""24'"", '10', '4', '0'], ['Poole J.', ""22'"", '9', '1', '2'], ['Bey S.', ""19'"", '7', '3', '2'], ['Queen D.', ""14'"", '4', '8', '0'], ['Alvarado J.', ""14'"", '3', '2', '1'], ['Peavy M.', ""8'"", '3', '1', '1'], ['Hawkins J.', ""8'"", '2', '3', '1'], ['McGowens B.', ""6'"", '2', '0', '1'], ['Matkovic K.', ""4'"", '2', '0', '0']]"
65,29-10-2025 20:00,Utah Jazz,134,Portland Trail Blazers,136,"[['Keyonte George', ""32'"", '29', '2', '8'], ['Svi Mykhailiuk', ""23'"", '7', '2', '1'], ['Markkanen L.', ""38'"", '32', '5', '2'], ['Filipowski K.', ""16'"", '8', '4', '3'], ['Walker Kessler', ""32'"", '18', '12', '4'], ['Clayton W.', ""16'"", '4', '1', '2'], ['Nurkic J.', ""16'"", '13', '4', '4'], ['Bailey A.', ""15'"", '8', '3', '2'], ['Taylor Hendricks', ""15'"", '5', '4', '0'], ['Brice Sensabaugh', ""14'"", '5', '5', '1'], ['Harkless E.', ""12'"", '1', '3', '1'], ['Williams C.', ""12'"", '4', '1', '2']]","[['Jrue Holiday', ""35'"", '27', '5', '8'], ['Shaedon Sharpe', ""24'"", '18', '4', '0'], ['Deni Avdija', ""34'"", '19', '9', '5'], ['Toumani Camara', ""31'"", '17', '4', '5'], ['Donovan Clingan', ""28'"", '5', '7', '4'], ['Jerami Grant', ""25'"", '18', '3', '1'], ['Blake Wesley', ""20'"", '10', '2', '3'], ['Rayan Rupert', ""14'"", '3', '3', '1'], ['Duop Reath', ""12'"", '9', '1', '2'], ['Love C.', ""8'"", '5', '1', '4'], ['Matisse Thybulle', ""5'"", '3', '0', '1'], ['Yang Hansen', ""4'"", '2', '0', '0']]"
66,29-10-2025 20:30,Minnesota Timberwolves,115,Los Angeles Lakers,116,"[['DiVincenzo', ""34'"", '14', '4', '6'], ['Conley M.', ""28'"", '8', '4', '6'], ['McDaniels J.', ""41'"", '30', '7', '1'], ['Randle', ""36'"", '33', '5', '6'], ['Gobert R.', ""38'"", '9', '6', '2'], ['Reid N.', ""22'"", '5', '5', '1'], ['Shannon Jr. T.', ""16'"", '0', '1', '1'], ['Dillingham R.', ""16'"", '8', '1', '5'], ['Hyland B.', ""8'"", '8', '1', '2']]","[['Reaves A.', ""40'"", '28', '1', '16'], ['Jake LaRavia', ""37'"", '27', '8', '2'], ['Hachimura R.', ""37'"", '17', '5', '4'], ['J.Vanderbilt', ""26'"", '3', '12', '4'], ['Deandre Ayton', ""35'"", '17', '10', '3'], ['Knecht D.', ""36'"", '15', '1', '1'], ['Hayes J.', ""13'"", '2', '2', '3'], ['Nick Smith Jr.', ""10'"", '7', '1', '1'], ['James Jr. B.', ""5'"", '0', '0', '0']]"
67,29-10-2025 21:00,Phoenix Suns,113,Memphis Grizzlies,114,"[['Grayson Allen', ""36'"", '14', '3', '4'], ['Devin Booker', ""36'"", '32', '4', '3'], [""Royce O'Neale"", ""35'"", '18', '3', '5'], ['Dunn R.', ""28'"", '9', '6', '3'], ['Mark Williams', ""28'"", '20', '12', '1'], ['Collin Gillespie', ""31'"", '14', '6', '5'], ['Hayes N.', ""14'"", '4', '0', '2'], ['Ighodaro O.', ""12'"", '2', '4', '2'], ['Nick Richards', ""12'"", '0', '2', '0'], ['I.Livers', ""8'"", '0', '0', '0']]","[['Ja Morant', ""32'"", '28', '8', '7'], ['Wells J.', ""29'"", '9', '3', '1'], ['Jackson J.', ""32'"", '18', '6', '3'], ['Caldwell-Pope K.', ""19'"", '11', '2', '5'], ['Landale J.', ""24'"", '6', '3', '3'], ['Aldama S.', ""31'"", '14', '10', '5'], ['Coward C.', ""28'"", '14', '4', '1'], ['Spencer C.', ""19'"", '6', '2', '6'], ['Konchar J.', ""17'"", '5', '3', '0'], ['Small J.', ""10'"", '3', '0', '0']]"
68,30-10-2025 18:00,Charlotte Hornets,107,Orlando Magic,123,"[['LaMelo Ball', ""36'"", '17', '7', '13'], ['James S.', ""28'"", '8', '4', '1'], ['Miles Bridges', ""33'"", '16', '5', '0'], ['Knueppel K.', ""27'"", '5', '3', '1'], ['Kalkbrenner R.', ""32'"", '17', '7', '0'], ['Collin Sexton', ""25'"", '19', '2', '4'], ['Moussa Diabate', ""20'"", '10', '6', '1'], ['Tre Mann', ""16'"", '9', '2', '0'], ['McNeeley L.', ""14'"", '6', '3', '4'], ['Salaun T.', ""7'"", '0', '2', '0'], ['Connaughton P.', ""2'"", '0', '0', '0']]","[['Black A.', ""31'"", '20', '1', '2'], ['Bane D.', ""28'"", '9', '4', '7'], ['Wagner F.', ""34'"", '21', '5', '3'], ['Banchero P.', ""33'"", '20', '9', '9'], ['Carter W.', ""27'"", '18', '8', '3'], ['da Silva T.', ""22'"", '19', '3', '1'], ['Penda N.', ""17'"", '3', '2', '1'], ['Isaac J.', ""15'"", '2', '3', '1'], ['Tyus Jones', ""14'"", '5', '0', '0'], ['Bitadze G.', ""13'"", '6', '3', '0'], ['Richardson J.', ""2'"", '0', '0', '2'], ['Howard J.', ""2'"", '0', '0', '0'], ['Orlando Robinson', ""2'"", '0', '0', '0']]"
69,30-10-2025 19:00,Milwaukee Bucks,120,Golden State Warriors,110,"[['Rollins R.', ""36'"", '32', '3', '8'], ['Green A.', ""33'"", '10', '2', '0'], ['Kuzma K.', ""36'"", '10', '8', '4'], ['Trent G.', ""30'"", '13', '2', '3'], ['Turner M.', ""29'"", '17', '7', '3'], ['Anthony C.', ""21'"", '16', '3', '2'], ['Portis B.', ""19'"", '12', '5', '2'], ['Prince T.', ""18'"", '10', '0', '1'], ['Coffey A.', ""13'"", '0', '3', '0'], ['Harris G.', ""4'"", '0', '1', '2']]","[['Butler J.', ""37'"", '23', '11', '3'], ['Curry S.', ""35'"", '27', '6', '4'], ['Kuminga J.', ""34'"", '24', '8', '4'], ['Green D.', ""33'"", '7', '4', '6'], ['Q·Post', ""10'"", '0', '3', '0'], ['Podziemski B.', ""26'"", '9', '5', '3'], ['Horford A.', ""20'"", '3', '2', '2'], ['Hield B.', ""17'"", '8', '1', '0'], ['Richard W.', ""12'"", '7', '0', '1'], ['Moody M.', ""10'"", '0', '3', '0'], ['Santos G.', ""4'"", '2', '0', '0'], ['Payton G.', ""3'"", '0', '2', '0']]"
70,30-10-2025 19:00,Oklahoma City Thunder,127,Washington Wizards,108,"[['Shai Gilgeous-Alexander', ""29'"", '31', '3', '7'], ['Cason Wallace', ""27'"", '12', '5', '3'], ['Luguentz Dort', ""26'"", '7', '6', '1'], ['Aaron Wiggins', ""24'"", '8', '4', '3'], ['Isaiah Hartenstein', ""26'"", '17', '8', '5'], ['Mitchell A.', ""30'"", '20', '1', '2'], ['Isaiah Joe', ""24'"", '20', '6', '1'], ['Jaylin Williams', ""22'"", '7', '9', '4'], ['Alex Caruso', ""17'"", '0', '2', '2'], ['Youngblood C.', ""6'"", '0', '1', '0'], ['Ousmane Dieng', ""5'"", '2', '0', '0'], ['Carlson B.', ""4'"", '3', '2', '1']]","[['Coulibaly B.', ""24'"", '16', '8', '4'], ['C.J. McCollum', ""24'"", '19', '2', '1'], ['George K.', ""31'"", '12', '7', '6'], ['Khris Middleton', ""20'"", '6', '1', '2'], ['Sarr A.', ""26'"", '14', '8', '2'], ['Johnson T.', ""27'"", '10', '3', '2'], ['Carrington C.', ""22'"", '3', '4', '1'], ['Corey Kispert', ""20'"", '8', '6', '2'], ['Bagley M.', ""16'"", '8', '3', '2'], ['Whitmore C.', ""15'"", '7', '5', '1'], ['Riley W.', ""5'"", '2', '0', '1'], ['Johnson A.', ""4'"", '0', '0', '0'], ['Justin Champagnie', ""4'"", '0', '1', '0'], ['Vukcevic T.', ""4'"", '3', '1', '1']]"
71,30-10-2025 19:30,San Antonio Spurs,107,Miami Heat,101,"[['Devin Vassell', ""37'"", '17', '9', '1'], ['Stephon Castle', ""35'"", '21', '6', '8'], ['Julian Champagnie', ""31'"", '2', '5', '2'], ['Harrison Barnes', ""31'"", '10', '2', '2'], ['Victor Wembanyama', ""40'"", '27', '18', '6'], ['Harper D.', ""25'"", '13', '2', '4'], ['Keldon Johnson', ""23'"", '11', '3', '1'], ['Jordan McLaughlin', ""11'"", '6', '2', '2'], ['Bismack Biyombo', ""7'"", '0', '1', '0']]","[['Mitchell D.', ""28'"", '11', '1', '4'], ['Larsson P.', ""26'"", '5', '3', '3'], ['Adebayo B.', ""37'"", '31', '10', '3'], ['Wiggins A.', ""35'"", '24', '6', '2'], ['Ware K.', ""21'"", '0', '7', '3'], ['Jaquez Jr. J.', ""34'"", '6', '8', '6'], ['Fontecchio S.', ""28'"", '18', '3', '2'], ['Smith D.', ""20'"", '6', '2', '5'], ['Jovic N.', ""10'"", '0', '1', '1']]"
72,31-10-2025 18:00,Indiana Pacers,108,Atlanta Hawks,128,"[['Walker J.', ""28'"", '17', '3', '3'], ['Jackson Q.', ""22'"", '15', '4', '4'], ['Siakam P.', ""30'"", '18', '5', '5'], ['Nesmith A.', ""25'"", '12', '2', '1'], ['Jackson I.', ""27'"", '9', '11', '2'], ['Sheppard B.', ""29'"", '4', '7', '1'], ['Dennis R.', ""26'"", '8', '5', '5'], ['Huff J.', ""22'"", '8', '5', '2'], ['Mac McClung', ""19'"", '12', '2', '0'], ['Peter T.', ""8'"", '3', '2', '0'], ['Bradley', ""5'"", '2', '3', '0']]","[['Dyson Daniels', ""38'"", '18', '9', '6'], ['Alexander-Walker N.', ""32'"", '21', '3', '3'], ['Johnson J.', ""33'"", '22', '13', '8'], ['Risacher Z.', ""23'"", '13', '1', '1'], ['Porzingis K.', ""23'"", '15', '8', '1'], ['L.Kennard', ""27'"", '6', '3', '2'], ['Onyeka Okongwu', ""26'"", '14', '9', '2'], ['Keaton Wallace', ""17'"", '11', '3', '7'], ['Mouhamed Gueye', ""16'"", '6', '6', '0'], ['Newell A.', ""1'"", '0', '0', '0'], ['Dante N.', ""1'"", '2', '0', '0'], ['Toppin J.', ""1'"", '0', '0', '0'], ['Houstan C.', ""1'"", '0', '0', '0']]"
73,31-10-2025 18:00,Philadelphia 76ers,108,Boston Celtics,109,"[['Tyrese Maxey', ""44'"", '26', '8', '14'], ['VJ Edgecombe', ""40'"", '17', '5', '5'], ['Kelly Oubre Jr', ""41'"", '17', '9', '0'], ['Jabari Walker', ""11'"", '2', '1', '0'], ['Joel Embiid', ""25'"", '20', '6', '3'], ['Quentin Grimes', ""33'"", '16', '2', '3'], ['Edwards J.', ""12'"", '2', '4', '1'], ['Andre Drummond', ""12'"", '6', '2', '0'], ['Bona Adem', ""11'"", '2', '3', '0'], ['Trendon Watford', ""11'"", '0', '0', '1']]","[['White D.', ""35'"", '15', '4', '4'], ['Pritchard P.', ""33'"", '15', '2', '5'], ['Brown J.', ""32'"", '32', '3', '6'], ['Minott J.', ""22'"", '2', '8', '1'], ['Queta N.', ""19'"", '4', '4', '1'], ['Anfernee Simons', ""29'"", '19', '4', '2'], ['Hauser S.', ""24'"", '3', '6', '3'], ['Gonzalez H.', ""15'"", '5', '5', '2'], ['Garza L.', ""15'"", '9', '5', '1'], ['Tillman X.', ""13'"", '5', '4', '1'], ['Scheierman B.', ""3'"", '0', '0', '0']]"
74,31-10-2025 18:30,Cleveland Cavaliers,101,Toronto Raptors,112,"[['Tyson J.', ""33'"", '18', '3', '4'], ['Lonzo Ball', ""26'"", '8', '5', '5'], ['Hunter D.', ""34'"", '26', '6', '2'], ['D.Wade', ""30'"", '5', '4', '4'], ['E.Mobley', ""36'"", '29', '8', '3'], ['Porter C.', ""21'"", '5', '4', '1'], ['Larry Nance Jr', ""20'"", '0', '2', '0'], ['Travers L.', ""15'"", '2', '5', '2'], ['Proctor T.', ""14'"", '4', '2', '2'], ['Bryant T.', ""12'"", '4', '3', '1']]","[['RJ Barrett', ""36'"", '20', '3', '2'], ['Immanuel Quickley', ""27'"", '4', '1', '6'], ['Scottie Barnes', ""35'"", '14', '10', '5'], ['Brandon Ingram', ""35'"", '20', '8', '5'], ['Murray-Boyles C.', ""20'"", '6', '4', '0'], ['Shead J.', ""21'"", '9', '7', '4'], ['Mamukelashvili S.', ""19'"", '11', '6', '3'], ['Ochai Agbaji', ""17'"", '3', '7', '2'], ['Battle J.', ""15'"", '20', '1', '0'], ['Walter J.', ""10'"", '3', '1', '0'], ['Gradey Dick', ""5'"", '2', '0', '0']]"
75,31-10-2025 19:00,Chicago Bulls,135,New York Knicks,125,"[['Josh Giddey', ""38'"", '32', '10', '9'], ['Tre Jones', ""24'"", '8', '4', '3'], ['Buzelis M.', ""29'"", '13', '0', '1'], ['I.Okoro', ""16'"", '3', '0', '0'], ['Vucevic N.', ""31'"", '26', '7', '2'], ['Ayo Dosunmu', ""29'"", '22', '4', '9'], ['Kevin Huerter', ""26'"", '12', '6', '2'], ['Patrick Williams', ""23'"", '9', '1', '3'], ['Jalen Smith', ""17'"", '10', '9', '2'], ['Julian Phillips', ""6'"", '0', '0', '0']]","[['Bridges M.', ""38'"", '23', '4', '6'], ['Brunson J.', ""35'"", '29', '2', '7'], ['Anunoby OG.', ""36'"", '26', '4', '3'], ['Towns K.', ""32'"", '22', '10', '4'], ['Robinson', ""20'"", '4', '11', '2'], ['M.McBride', ""29'"", '8', '2', '2'], ['L.Shamet', ""15'"", '4', '1', '0'], ['Hart J.', ""15'"", '0', '1', '1'], ['Jordan Clarkson', ""13'"", '6', '1', '2'], ['Kolek T.', ""4'"", '0', '1', '0'], ['Yabusele G.', ""3'"", '3', '2', '0']]"
76,31-10-2025 20:30,Memphis Grizzlies,112,Los Angeles Lakers,117,"[['Ja Morant', ""31'"", '8', '1', '7'], ['Wells J.', ""27'"", '16', '7', '0'], ['Jackson J.', ""32'"", '15', '4', '1'], ['Caldwell-Pope K.', ""24'"", '12', '2', '5'], ['Landale J.', ""25'"", '16', '5', '1'], ['Coward C.', ""26'"", '13', '10', '3'], ['Aldama S.', ""26'"", '7', '10', '3'], ['Spencer C.', ""19'"", '12', '0', '3'], ['Williams V.', ""17'"", '7', '2', '3'], ['Konchar J.', ""13'"", '6', '1', '2']]","[['Doncic L.', ""39'"", '44', '12', '6'], ['Reaves A.', ""36'"", '21', '4', '4'], ['Hachimura R.', ""38'"", '9', '3', '1'], ['Marcus Smart', ""35'"", '12', '3', '4'], ['Deandre Ayton', ""17'"", '9', '0', '0'], ['Jake LaRavia', ""23'"", '13', '5', '2'], ['Hayes J.', ""23'"", '2', '7', '5'], ['Knecht D.', ""15'"", '5', '2', '1'], ['J.Vanderbilt', ""14'"", '2', '4', '1']]"
77,31-10-2025 21:00,Phoenix Suns,118,Utah Jazz,96,"[['Devin Booker', ""39'"", '36', '6', '9'], ['Grayson Allen', ""32'"", '14', '7', '6'], [""Royce O'Neale"", ""33'"", '13', '5', '2'], ['Dunn R.', ""31'"", '13', '10', '2'], ['Mark Williams', ""25'"", '9', '7', '0'], ['Collin Gillespie', ""27'"", '12', '3', '6'], ['Ighodaro O.', ""19'"", '8', '1', '1'], ['J.Goodwin', ""17'"", '7', '4', '3'], ['Nick Richards', ""7'"", '4', '0', '0'], ['Hayes N.', ""4'"", '2', '1', '0'], ['I.Livers', ""3'"", '0', '0', '1'], ['Fleming R.', ""1'"", '0', '0', '0'], ['Maluach K.', ""1'"", '0', '0', '0']]","[['Keyonte George', ""33'"", '17', '8', '9'], ['Svi Mykhailiuk', ""23'"", '0', '3', '1'], ['Markkanen L.', ""35'"", '33', '4', '0'], ['Filipowski K.', ""10'"", '2', '2', '1'], ['Walker Kessler', ""29'"", '4', '13', '1'], ['Anderson K.', ""25'"", '8', '3', '3'], ['Bailey A.', ""23'"", '6', '8', '3'], ['Nurkic J.', ""17'"", '7', '6', '2'], ['Williams C.', ""15'"", '8', '1', '0'], ['Harkless E.', ""12'"", '5', '0', '1'], ['Clayton W.', ""9'"", '3', '0', '2'], ['Brice Sensabaugh', ""5'"", '3', '0', '0'], ['Taylor Hendricks', ""5'"", '0', '0', '0']]"
78,31-10-2025 21:00,Portland Trail Blazers,109,Denver Nuggets,107,"[['Jrue Holiday', ""32'"", '11', '3', '13'], ['Shaedon Sharpe', ""24'"", '19', '4', '1'], ['Deni Avdija', ""33'"", '23', '4', '4'], ['Toumani Camara', ""30'"", '14', '2', '3'], ['Donovan Clingan', ""24'"", '5', '15', '1'], ['Jerami Grant', ""32'"", '16', '5', '0'], ['Kris Murray', ""29'"", '10', '6', '1'], ['Robert Williams III', ""11'"", '4', '4', '1'], ['Blake Wesley', ""10'"", '5', '0', '2'], ['Duop Reath', ""7'"", '0', '0', '0'], ['Rayan Rupert', ""6'"", '2', '0', '0']]","[['Murray J.', ""34'"", '22', '6', '3'], ['Braun C.', ""30'"", '5', '3', '1'], ['Gordon A.', ""32'"", '14', '5', '1'], ['Cameron Johnson', ""31'"", '9', '6', '1'], ['Jokic N.', ""37'"", '21', '14', '9'], ['Watson P.', ""23'"", '10', '4', '1'], ['Hardaway T.', ""22'"", '11', '2', '2'], ['Bruce Brown', ""20'"", '5', '3', '0'], ['Valanciunas J.', ""11'"", '10', '3', '1']]"
79,31-10-2025 21:30,Los Angeles Clippers,126,New Orleans Pelicans,124,"[['Harden', ""39'"", '24', '5', '14'], ['Bradley Beal', ""21'"", '9', '1', '2'], ['Leonard K.', ""36'"", '34', '5', '5'], ['Jones D.', ""29'"", '16', '3', '1'], ['Zubac I.', ""34'"", '14', '11', '1'], ['Dunn K.', ""23'"", '6', '0', '0'], ['John Collins', ""19'"", '14', '3', '1'], ['Batum N.', ""16'"", '3', '5', '0'], ['Lopez B.', ""14'"", '3', '3', '0'], ['Chris Paul', ""9'"", '3', '1', '4']]","[['Jones H.', ""30'"", '11', '4', '4'], ['Fears J.', ""29'"", '13', '4', '8'], ['Murphy T.', ""34'"", '17', '5', '6'], ['Williamson Z.', ""33'"", '29', '6', '3'], ['Missi Y.', ""28'"", '6', '9', '3'], ['Poole J.', ""33'"", '30', '2', '2'], ['Bey S.', ""22'"", '8', '4', '1'], ['Alvarado J.', ""16'"", '4', '2', '1'], ['Queen D.', ""13'"", '6', '5', '0'], ['Matkovic K.', ""3'"", '0', '2', '0']]"
80,01-11-2025 16:00,Milwaukee Bucks,133,Sacramento Kings,135,"[['Rollins R.', ""36'"", '16', '4', '8'], ['Green A.', ""30'"", '17', '4', '2'], ['Trent G.', ""32'"", '17', '0', '2'], ['Antetokounmpo G.', ""32'"", '26', '11', '8'], ['Turner M.', ""24'"", '9', '3', '0'], ['Portis B.', ""23'"", '16', '6', '2'], ['Kuzma K.', ""22'"", '22', '1', '1'], ['Coffey A.', ""15'"", '4', '3', '2'], ['Anthony C.', ""13'"", '3', '2', '5'], ['Prince T.', ""13'"", '3', '3', '0'], ['Sims', ""1'"", '0', '0', '0']]","[['Zach LaVine', ""39'"", '31', '4', '2'], ['Schroder D.', ""37'"", '24', '5', '7'], ['DeMar DeRozan', ""41'"", '29', '4', '3'], ['Domantas Sabonis', ""37'"", '24', '13', '6'], ['Cardwell D.', ""5'"", '2', '1', '0'], ['Westbrook R.', ""34'"", '12', '5', '10'], ['N. Clifford', ""16'"", '0', '3', '0'], ['Keon Ellis', ""16'"", '3', '1', '1'], ['D.Eubanks', ""11'"", '10', '1', '1'], ['Raynaud M.', ""4'"", '0', '1', '0']]"
81,01-11-2025 17:00,Charlotte Hornets,105,Minnesota Timberwolves,122,"[['LaMelo Ball', ""33'"", '18', '7', '8'], ['Collin Sexton', ""20'"", '9', '2', '2'], ['Miles Bridges', ""37'"", '30', '8', '4'], ['Knueppel K.', ""31'"", '5', '8', '2'], ['Kalkbrenner R.', ""29'"", '6', '6', '0'], ['James S.', ""27'"", '8', '2', '0'], ['Tre Mann', ""23'"", '16', '1', '5'], ['Moussa Diabate', ""19'"", '11', '9', '1'], ['Salaun T.', ""11'"", '2', '1', '1'], ['McNeeley L.', ""10'"", '0', '1', '0']]","[['DiVincenzo', ""31'"", '18', '3', '4'], ['Conley M.', ""29'"", '10', '3', '6'], ['McDaniels J.', ""32'"", '14', '4', '6'], ['Randle', ""32'"", '30', '7', '4'], ['Gobert R.', ""35'"", '14', '15', '5'], ['Reid N.', ""22'"", '18', '3', '1'], ['Clark J.', ""19'"", '6', '1', '0'], ['Dillingham R.', ""16'"", '4', '0', '4'], ['Shannon Jr. T.', ""12'"", '2', '1', '0'], ['Hyland B.', ""10'"", '3', '1', '1'], ['Beringer', ""1'"", '0', '0', '0'], ['Johnny Juzang', ""1'"", '3', '0', '0']]"
82,01-11-2025 18:00,Indiana Pacers,114,Golden State Warriors,109,"[['Jackson Q.', ""31'"", '25', '6', '10'], ['Walker J.', ""30'"", '6', '9', '5'], ['Siakam P.', ""38'"", '27', '5', '3'], ['Nesmith A.', ""35'"", '31', '6', '1'], ['Jackson I.', ""21'"", '10', '8', '1'], ['Furphy J.', ""23'"", '5', '3', '0'], ['Bradley', ""18'"", '5', '6', '0'], ['Dennis R.', ""17'"", '2', '0', '2'], ['Sheppard B.', ""13'"", '3', '3', '2'], ['Jeremiah Robinson-Earl', ""6'"", '0', '1', '0'], ['Peter T.', ""5'"", '0', '0', '0'], ['Huff J.', ""3'"", '0', '0', '0']]","[['Podziemski B.', ""35'"", '16', '4', '3'], ['Curry S.', ""29'"", '24', '0', '2'], ['Butler J.', ""34'"", '20', '6', '7'], ['Kuminga J.', ""32'"", '17', '5', '2'], ['Green D.', ""30'"", '8', '10', '1'], ['Moody M.', ""16'"", '3', '2', '3'], ['Hield B.', ""15'"", '3', '1', '4'], ['Horford A.', ""15'"", '4', '6', '1'], ['Q·Post', ""13'"", '9', '3', '0'], ['Santos G.', ""11'"", '5', '4', '1'], ['Payton G.', ""9'"", '0', '3', '1']]"
83,01-11-2025 18:00,Washington Wizards,94,Orlando Magic,125,"[['Coulibaly B.', ""27'"", '10', '2', '4'], ['C.J. McCollum', ""22'"", '13', '5', '1'], ['George K.', ""24'"", '17', '3', '1'], ['Khris Middleton', ""20'"", '6', '3', '2'], ['Sarr A.', ""28'"", '10', '8', '2'], ['Johnson T.', ""25'"", '7', '3', '0'], ['Carrington C.', ""22'"", '7', '4', '5'], ['Whitmore C.', ""16'"", '8', '2', '0'], ['Corey Kispert', ""15'"", '2', '0', '0'], ['Bagley M.', ""15'"", '8', '3', '3'], ['Riley W.', ""6'"", '2', '2', '1'], ['Johnson A.', ""6'"", '2', '1', '0'], ['Justin Champagnie', ""5'"", '2', '3', '0'], ['Vukcevic T.', ""5'"", '0', '0', '0'], ['Anthony Gill', ""4'"", '0', '1', '0']]","[['Bane D.', ""20'"", '5', '0', '5'], ['Suggs J.', ""19'"", '6', '2', '5'], ['Wagner F.', ""31'"", '25', '6', '6'], ['Banchero P.', ""26'"", '28', '11', '4'], ['Carter W.', ""28'"", '16', '12', '0'], ['Black A.', ""25'"", '8', '2', '5'], ['da Silva T.', ""22'"", '2', '2', '1'], ['Bitadze G.', ""20'"", '15', '6', '0'], ['Isaac J.', ""16'"", '8', '6', '0'], ['Tyus Jones', ""15'"", '6', '2', '1'], ['Penda N.', ""7'"", '3', '2', '3'], ['Richardson J.', ""6'"", '0', '1', '0'], ['Howard J.', ""6'"", '3', '1', '2']]"
