,Date,Home,HomeP,Away,AwayP,HomeD,AwayD
40,26-10-2025 20:00,Los Angeles Clippers,114,Portland Trail Blazers,107,"[['Harden', ""38'"", '20', '6', '13'], ['Bogdanovic B.', ""24'"", '0', '5', '1'], ['Leonard K.', ""35'"", '30', '10', '4'], ['Jones D.', ""22'"", '4', '2', '0'], ['Zubac I.', ""35'"", '21', '8', '3'], ['John Collins', ""26'"", '16', '6', '1'], ['Dunn K.', ""22'"", '9', '2', '1'], ['Batum N.', ""15'"", '3', '3', '1'], ['Lopez B.', ""13'"", '5', '3', '0'], ['Chris Paul', ""11'"", '6', '1', '2']]","[['Jrue Holiday', ""34'"", '21', '6', '7'], ['Shaedon Sharpe', ""32'"", '19', '5', '1'], ['Toumani Camara', ""33'"", '5', '2', '4'], ['Deni Avdija', ""33'"", '23', '7', '5'], ['Donovan Clingan', ""24'"", '9', '10', '3'], ['Jerami Grant', ""29'"", '17', '2', '0'], ['Kris Murray', ""18'"", '0', '3', '1'], ['Blake Wesley', ""17'"", '6', '6', '3'], ['Matisse Thybulle', ""15'"", '5', '0', '0'], ['Yang Hansen', ""4'"", '2', '1', '0']]"
41,26-10-2025 20:00,Sacramento Kings,120,Los Angeles Lakers,127,"[['Schroder D.', ""35'"", '18', '2', '12'], ['Keon Ellis', ""18'"", '6', '2', '1'], ['Zach LaVine', ""40'"", '32', '4', '0'], ['DeMar DeRozan', ""40'"", '21', '6', '3'], ['Domantas Sabonis', ""31'"", '10', '14', '3'], ['Westbrook R.', ""27'"", '18', '6', '6'], ['Malik Monk', ""24'"", '15', '1', '2'], ['Cardwell D.', ""13'"", '0', '3', '0'], ['D.Eubanks', ""4'"", '0', '2', '0'], ['Saric D.', ""4'"", '0', '0', '0'], ['Carter D.', ""3'"", '0', '0', '0'], ['Jones I.', ""1'"", '0', '0', '0']]","[['Reaves A.', ""39'"", '51', '11', '9'], ['Vincent G.', ""19'"", '3', '1', '1'], ['Hachimura R.', ""40'"", '18', '3', '2'], ['Marcus Smart', ""31'"", '11', '3', '5'], ['Deandre Ayton', ""36'"", '22', '15', '2'], ['Jake LaRavia', ""33'"", '11', '6', '5'], ['J.Vanderbilt', ""27'"", '9', '5', '2'], ['Knecht D.', ""13'"", '2', '2', '0'], ['Manon C.', ""3'"", '0', '1', '0']]"
42,27-10-2025 18:00,Philadelphia 76ers,136,Orlando Magic,124,"[['Tyrese Maxey', ""42'"", '43', '4', '8'], ['VJ Edgecombe', ""39'"", '26', '4', '7'], ['Kelly Oubre Jr', ""40'"", '25', '10', '4'], ['Jabari Walker', ""14'"", '4', '5', '0'], ['Bona Adem', ""25'"", '7', '4', '1'], ['Quentin Grimes', ""26'"", '14', '5', '3'], ['Andre Drummond', ""23'"", '4', '6', '1'], ['Edwards J.', ""19'"", '5', '1', '1'], ['Eric Gordon', ""11'"", '8', '0', '0'], ['Sallis H.', ""1'"", '0', '0', '0']]","[['Bane D.', ""34'"", '24', '3', '1'], ['Suggs J.', ""21'"", '12', '6', '6'], ['Banchero P.', ""38'"", '32', '7', '5'], ['Wagner F.', ""36'"", '22', '4', '4'], ['Carter W.', ""34'"", '10', '10', '2'], ['Black A.', ""30'"", '14', '3', '2'], ['da Silva T.', ""15'"", '0', '2', '1'], ['Bitadze G.', ""14'"", '5', '3', '2'], ['Tyus Jones', ""10'"", '2', '3', '2'], ['Penda N.', ""7'"", '3', '2', '1'], ['Richardson J.', ""1'"", '0', '0', '1']]"
43,27-10-2025 18:00,Detroit Pistons,95,Cleveland Cavaliers,116,"[['Cunningham C.', ""29'"", '12', '5', '4'], ['Robinson D.', ""26'"", '8', '0', '1'], ['Harris T.', ""18'"", '10', '3', '1'], ['Thompson A.', ""15'"", '6', '3', '0'], ['Duren J.', ""21'"", '8', '7', '2'], ['Holland R.', ""26'"", '11', '4', '1'], ['Stewart I.', ""26'"", '4', '9', '3'], ['Jenkins D.', ""22'"", '9', '0', '5'], ['Green', ""17'"", '2', '3', '1'], ['Lanier C.', ""12'"", '6', '1', '0'], ['Reed P.', ""8'"", '4', '2', '0'], ['Klintman B.', ""7'"", '2', '3', '0'], ['Colby Jones', ""7'"", '2', '4', '2'], ['Smith T.', ""6'"", '11', '4', '0']]","[['D.Mitchell', ""29'"", '35', '1', '2'], ['S.Merrill', ""18'"", '11', '1', '1'], ['E.Mobley', ""30'"", '15', '11', '5'], ['Hunter D.', ""24'"", '13', '5', '6'], ['Jarrett Allen', ""25'"", '20', '7', '2'], ['Tyson J.', ""28'"", '3', '2', '1'], ['Porter C.', ""24'"", '4', '7', '3'], ['D.Wade', ""20'"", '5', '6', '2'], ['Larry Nance Jr', ""18'"", '3', '4', '2'], ['Proctor T.', ""10'"", '3', '2', '1'], ['Travers L.', ""7'"", '0', '0', '0'], ['Bryant T.', ""7'"", '4', '2', '0']]"
44,27-10-2025 19:00,Chicago Bulls,128,Atlanta Hawks,123,"[['Josh Giddey', ""33'"", '18', '13', '5'], ['Tre Jones', ""31'"", '14', '7', '9'], ['Buzelis M.', ""32'"", '16', '5', '3'], ['I.Okoro', ""24'"", '10', '0', '1'], ['Vucevic N.', ""34'"", '17', '17', '9'], ['Ayo Dosunmu', ""27'"", '21', '3', '2'], ['Patrick Williams', ""22'"", '12', '3', '2'], ['Kevin Huerter', ""21'"", '15', '0', '2'], ['Julian Phillips', ""10'"", '5', '0', '0'], ['Jalen Smith', ""7'"", '0', '3', '0']]","[['Dyson Daniels', ""34'"", '2', '7', '2'], ['Trae Young', ""34'"", '21', '3', '17'], ['Johnson J.', ""32'"", '25', '6', '3'], ['Risacher Z.', ""20'"", '2', '0', '0'], ['Porzingis K.', ""26'"", '27', '2', '2'], ['Alexander-Walker N.', ""30'"", '17', '3', '3'], ['Onyeka Okongwu', ""29'"", '18', '10', '2'], ['L.Kennard', ""21'"", '7', '3', '2'], ['Mouhamed Gueye', ""10'"", '4', '0', '0'], ['Keaton Wallace', ""5'"", '0', '2', '1']]"
45,27-10-2025 19:00,Houston Rockets,137,Brooklyn Nets,109,"[['Okogie J.', ""31'"", '10', '0', '1'], ['Thompson A.', ""25'"", '12', '4', '8'], ['Kevin Durant', ""25'"", '19', '6', '3'], ['Smith Jr. J.', ""24'"", '11', '4', '0'], ['Sengun A.', ""30'"", '21', '6', '6'], ['Eason T.', ""26'"", '22', '5', '5'], ['Sheppard R.', ""24'"", '15', '4', '8'], ['S.Adams', ""16'"", '4', '8', '1'], ['Clint Capela', ""14'"", '8', '1', '0'], ['JD Davison', ""7'"", '3', '0', '1'], ['Tate J.', ""7'"", '4', '1', '0'], ['Holiday A.', ""7'"", '5', '0', '0'], ['Green J.', ""4'"", '3', '0', '0']]","[['Saraf B.', ""25'"", '6', '1', '5'], ['Cameron Thomas', ""25'"", '9', '1', '2'], ['Porter M.', ""28'"", '18', '4', '2'], ['Terance Mann', ""23'"", '21', '6', '0'], ['Nicolas Claxton', ""23'"", '6', '3', '3'], ['Jalen Wilson', ""23'"", '9', '1', '2'], ['Tyrese Martin', ""23'"", '11', '4', '2'], [""Day'Ron Sharpe"", ""22'"", '17', '12', '2'], ['Traore N.', ""21'"", '4', '1', '3'], ['Noah Clowney', ""16'"", '2', '2', '1'], ['Etienne T.', ""5'"", '0', '0', '0'], ['Liddell E.', ""5'"", '6', '2', '0']]"
46,27-10-2025 19:00,New Orleans Pelicans,90,Boston Celtics,122,"[['Poole J.', ""34'"", '22', '2', '4'], ['Fears J.', ""27'"", '2', '2', '2'], ['Murphy T.', ""34'"", '7', '5', '5'], ['Jones H.', ""23'"", '11', '2', '0'], ['Missi Y.', ""19'"", '11', '7', '3'], ['Bey S.', ""24'"", '11', '2', '0'], ['Queen D.', ""22'"", '12', '3', '0'], ['Alvarado J.', ""22'"", '5', '3', '2'], ['Hawkins J.', ""15'"", '0', '2', '1'], ['Jordan D.', ""11'"", '7', '5', '0'], ['Peavy M.', ""3'"", '2', '2', '0'], ['McGowens B.', ""3'"", '0', '0', '0'], ['Matkovic K.', ""3'"", '0', '0', '0']]","[['Pritchard P.', ""31'"", '18', '3', '8'], ['White D.', ""31'"", '11', '3', '7'], ['Minott J.', ""28'"", '15', '9', '1'], ['Brown J.', ""24'"", '15', '7', '4'], ['Queta N.', ""22'"", '6', '11', '0'], ['Anfernee Simons', ""32'"", '25', '6', '1'], ['Hauser S.', ""26'"", '9', '3', '2'], ['Garza L.', ""19'"", '16', '6', '1'], ['Scheierman B.', ""14'"", '3', '6', '0'], ['Tillman X.', ""7'"", '4', '0', '1'], ['Chris Boucher', ""3'"", '0', '0', '0'], ['Walsh J.', ""1'"", '0', '0', '0'], ['Harper R.', ""1'"", '0', '0', '0']]"
47,27-10-2025 19:00,San Antonio Spurs,121,Toronto Raptors,103,"[['Stephon Castle', ""31'"", '22', '5', '4'], ['Devin Vassell', ""30'"", '15', '3', '5'], ['Harrison Barnes', ""32'"", '18', '0', '5'], ['Julian Champagnie', ""23'"", '9', '9', '1'], ['Victor Wembanyama', ""31'"", '24', '15', '4'], ['Harper D.', ""27'"", '11', '6', '6'], ['Keldon Johnson', ""24'"", '10', '5', '0'], ['Bismack Biyombo', ""14'"", '2', '1', '1'], ['Bryant C.', ""11'"", '3', '0', '0'], ['Jordan McLaughlin', ""10'"", '5', '0', '2'], ['Jones D.', ""2'"", '2', '0', '0'], ['Minix R.', ""2'"", '0', '0', '1'], ['Ingram H.', ""2'"", '0', '0', '0']]","[['Immanuel Quickley', ""32'"", '15', '3', '7'], ['RJ Barrett', ""32'"", '25', '2', '2'], ['Brandon Ingram', ""32'"", '14', '3', '5'], ['Scottie Barnes', ""30'"", '8', '3', '2'], ['Poeltl J.', ""24'"", '2', '2', '1'], ['Murray-Boyles C.', ""24'"", '19', '3', '1'], ['Mamukelashvili S.', ""17'"", '5', '0', '2'], ['Shead J.', ""16'"", '6', '2', '5'], ['Ochai Agbaji', ""12'"", '4', '1', '2'], ['Walter J.', ""10'"", '3', '1', '1'], ['Gradey Dick', ""8'"", '0', '0', '0'], ['Mogbo J.', ""3'"", '2', '0', '1']]"
48,27-10-2025 19:30,Dallas Mavericks,94,Oklahoma City Thunder,101,"[['Flagg C.', ""31'"", '2', '2', '0'], ['Max Christie', ""31'"", '14', '2', '0'], ['Paul Washington Jr.', ""38'"", '15', '9', '3'], ['Klay Thompson', ""22'"", '8', '4', '2'], ['Anthony Davis', ""38'"", '26', '11', '3'], [""D'Angelo Russell"", ""30'"", '9', '2', '10'], ['Naji Marshall', ""23'"", '9', '4', '0'], ['Jaden Hardy', ""21'"", '11', '1', '1'], ['Caleb Martin', ""5'"", '0', '1', '1']]","[['Shai Gilgeous-Alexander', ""35'"", '23', '4', '8'], ['Cason Wallace', ""33'"", '4', '5', '5'], ['Chet Holmgren', ""32'"", '18', '11', '2'], ['Luguentz Dort', ""32'"", '6', '5', '1'], ['Isaiah Hartenstein', ""30'"", '16', '12', '0'], ['Mitchell A.', ""27'"", '17', '7', '1'], ['Aaron Wiggins', ""27'"", '11', '3', '3'], ['Jaylin Williams', ""17'"", '4', '7', '1'], ['Barnhizer B.', ""6'"", '2', '1', '0'], ['Youngblood C.', ""1'"", '0', '0', '0']]"
49,27-10-2025 20:00,Utah Jazz,138,Phoenix Suns,134,"[['Keyonte George', ""43'"", '26', '5', '10'], ['Svi Mykhailiuk', ""37'"", '11', '3', '3'], ['Markkanen L.', ""45'"", '51', '14', '3'], ['Filipowski K.', ""20'"", '3', '6', '1'], ['Walker Kessler', ""35'"", '25', '11', '4'], ['Clayton W.', ""23'"", '6', '3', '2'], ['Taylor Hendricks', ""19'"", '0', '6', '0'], ['Nurkic J.', ""18'"", '7', '13', '2'], ['Bailey A.', ""14'"", '6', '1', '1'], ['Brice Sensabaugh', ""12'"", '3', '2', '1']]","[['Devin Booker', ""44'"", '34', '5', '10'], ['Grayson Allen', ""42'"", '23', '2', '5'], [""Royce O'Neale"", ""46'"", '17', '13', '7'], ['Dunn R.', ""17'"", '7', '2', '1'], ['Ighodaro O.', ""13'"", '2', '1', '1'], ['Collin Gillespie', ""32'"", '15', '3', '13'], ['Mark Williams', ""31'"", '25', '11', '0'], ['I.Livers', ""21'"", '5', '1', '0'], ['Nick Richards', ""15'"", '6', '10', '0'], ['Hayes N.', ""3'"", '0', '0', '0']]"
50,27-10-2025 20:30,Minnesota Timberwolves,114,Denver Nuggets,127,"[['DiVincenzo', ""30'"", '12', '3', '4'], ['Conley M.', ""26'"", '10', '3', '4'], ['McDaniels J.', ""35'"", '25', '3', '1'], ['Randle', ""35'"", '24', '7', '3'], ['Gobert R.', ""26'"", '8', '5', '1'], ['Reid N.', ""27'"", '18', '7', '2'], ['Shannon Jr. T.', ""25'"", '9', '3', '1'], ['Hyland B.', ""16'"", '4', '2', '1'], ['Dillingham R.', ""12'"", '4', '0', '2'], ['Miller L.', ""3'"", '0', '0', '0'], ['Johnny Juzang', ""3'"", '0', '0', '0'], ['Beringer', ""2'"", '0', '0', '0']]","[['Murray J.', ""37'"", '43', '6', '3'], ['Braun C.', ""27'"", '7', '3', '2'], ['Gordon A.', ""33'"", '9', '3', '3'], ['Cameron Johnson', ""19'"", '5', '2', '2'], ['Jokic N.', ""36'"", '25', '19', '10'], ['Hardaway T.', ""32'"", '20', '1', '3'], ['Watson P.', ""25'"", '12', '2', '1'], ['Bruce Brown', ""13'"", '2', '5', '0'], ['Valanciunas J.', ""10'"", '4', '4', '0'], ['Jones S.', ""1'"", '0', '0', '0'], ['Holmes D.', ""1'"", '0', '0', '0'], ['Tyson H.', ""1'"", '0', '1', '0'], ['Pickett J.', ""1'"", '0', '0', '0'], ['Strawther J. L.', ""1'"", '0', '0', '0'], ['Nnaji Z.', ""1'"", '0', '0', '0']]"
51,27-10-2025 21:00,Golden State Warriors,131,Memphis Grizzlies,118,"[['Podziemski B.', ""32'"", '23', '4', '6'], ['Curry S.', ""30'"", '16', '4', '3'], ['Kuminga J.', ""32'"", '25', '10', '4'], ['Butler J.', ""31'"", '20', '5', '5'], ['Green D.', ""28'"", '7', '4', '10'], ['Moody M.', ""22'"", '20', '2', '1'], ['Hield B.', ""18'"", '5', '2', '2'], ['Q·Post', ""13'"", '2', '4', '2'], ['Payton G.', ""10'"", '4', '0', '1'], ['Richard W.', ""9'"", '4', '2', '1'], ['Jackson-Davis T.', ""7'"", '2', '1', '1'], ['Santos G.', ""6'"", '3', '1', '0'], ['Pat Spencer', ""1'"", '0', '0', '0']]","[['Ja Morant', ""31'"", '23', '3', '9'], ['Wells J.', ""28'"", '10', '1', '2'], ['Jackson J.', ""29'"", '16', '7', '0'], ['Caldwell-Pope K.', ""26'"", '7', '2', '4'], ['Landale J.', ""24'"", '17', '6', '3'], ['Coward C.', ""25'"", '9', '4', '2'], ['Aldama S.', ""22'"", '14', '6', '4'], ['Konchar J.', ""21'"", '3', '4', '1'], ['Small J.', ""16'"", '4', '3', '4'], ['Spencer C.', ""14'"", '11', '2', '3'], ['Hall P.', ""1'"", '0', '1', '0'], ['Olivier-Maxence Prosper', ""1'"", '4', '0', '0']]"
52,27-10-2025 21:30,Los Angeles Lakers,108,Portland Trail Blazers,122,"[['Reaves A.', ""39'"", '41', '4', '5'], ['Jake LaRavia', ""29'"", '3', '6', '5'], ['Hachimura R.', ""36'"", '16', '6', '1'], ['J.Vanderbilt', ""28'"", '14', '8', '3'], ['Deandre Ayton', ""36'"", '16', '8', '2'], ['Knecht D.', ""25'"", '16', '2', '1'], ['James Jr. B.', ""20'"", '0', '3', '3'], ['Nick Smith Jr.', ""20'"", '2', '3', '3'], ['Manon C.', ""4'"", '0', '1', '0'], ['Koloko C. J.', ""3'"", '0', '1', '0']]","[['Jrue Holiday', ""30'"", '24', '5', '6'], ['Shaedon Sharpe', ""29'"", '16', '7', '2'], ['Deni Avdija', ""32'"", '25', '4', '4'], ['Toumani Camara', ""30'"", '4', '4', '3'], ['Donovan Clingan', ""26'"", '16', '14', '2'], ['Jerami Grant', ""28'"", '22', '3', '3'], ['Kris Murray', ""24'"", '2', '5', '0'], ['Blake Wesley', ""16'"", '4', '1', '3'], ['Love C.', ""11'"", '5', '4', '1'], ['Yang Hansen', ""9'"", '1', '1', '0'], ['Rayan Rupert', ""1'"", '0', '1', '0'], ['Sidy Cissoko', ""1'"", '0', '0', '0'], ['Duop Reath', ""1'"", '3', '0', '0']]"
53,28-10-2025 18:00,Washington Wizards,134,Philadelphia 76ers,139,"[['C.J. McCollum', ""40'"", '14', '1', '7'], ['Carrington C.', ""38'"", '10', '5', '5'], ['George K.', ""40'"", '20', '9', '7'], ['Khris Middleton', ""31'"", '13', '10', '3'], ['Sarr A.', ""34'"", '31', '11', '5'], ['Johnson T.', ""26'"", '10', '2', '2'], ['Corey Kispert', ""25'"", '13', '5', '1'], ['Bagley M.', ""19'"", '14', '7', '3'], ['Whitmore C.', ""13'"", '9', '0', '0'], ['Justin Champagnie', ""1'"", '0', '0', '0']]","[['Tyrese Maxey', ""47'"", '39', '3', '10'], ['VJ Edgecombe', ""40'"", '14', '6', '4'], ['Kelly Oubre Jr', ""44'"", '17', '11', '1'], ['Edwards J.', ""14'"", '3', '0', '0'], ['Joel Embiid', ""23'"", '25', '7', '5'], ['Quentin Grimes', ""39'"", '23', '7', '3'], ['Bona Adem', ""18'"", '2', '5', '0'], ['Trendon Watford', ""18'"", '2', '4', '3'], ['Andre Drummond', ""12'"", '6', '10', '0'], ['Jabari Walker', ""6'"", '8', '2', '0'], ['Eric Gordon', ""5'"", '0', '0', '0']]"
54,28-10-2025 18:30,Miami Heat,144,Charlotte Hornets,117,"[['Larsson P.', ""31'"", '17', '5', '3'], ['Mitchell D.', ""30'"", '8', '4', '9'], ['Adebayo B.', ""30'"", '26', '6', '2'], ['Wiggins A.', ""30'"", '21', '2', '2'], ['Ware K.', ""27'"", '14', '9', '1'], ['Jaquez Jr. J.', ""28'"", '28', '4', '5'], ['Jovic N.', ""22'"", '10', '6', '2'], ['Fontecchio S.', ""19'"", '10', '0', '3'], ['Smith D.', ""16'"", '5', '0', '5'], ['Young J.', ""3'"", '0', '0', '1'], ['Gardner M.', ""3'"", '3', '1', '1'], ['Johnson K.', ""3'"", '2', '0', '0']]","[['LaMelo Ball', ""28'"", '20', '8', '9'], ['Collin Sexton', ""27'"", '18', '5', '6'], ['Miles Bridges', ""31'"", '17', '4', '1'], ['Knueppel K.', ""27'"", '19', '3', '4'], ['Kalkbrenner R.', ""31'"", '10', '6', '0'], ['Tre Mann', ""27'"", '8', '3', '5'], ['James S.', ""23'"", '8', '3', '0'], ['Moussa Diabate', ""19'"", '8', '2', '0'], ['Salaun T.', ""15'"", '3', '6', '1'], ['McNeeley L.', ""11'"", '6', '1', '0']]"
55,28-10-2025 19:00,Milwaukee Bucks,121,New York Knicks,111,"[['Rollins R.', ""26'"", '25', '2', '4'], ['Green A.', ""24'"", '9', '4', '0'], ['Antetokounmpo G.', ""33'"", '37', '8', '7'], ['Trent G.', ""31'"", '11', '3', '3'], ['Turner M.', ""30'"", '5', '8', '3'], ['Anthony C.', ""24'"", '4', '4', '9'], ['Prince T.', ""21'"", '8', '0', '0'], ['Kuzma K.', ""20'"", '5', '5', '1'], ['Portis B.', ""16'"", '9', '2', '0'], ['Coffey A.', ""15'"", '8', '2', '0']]","[['Brunson J.', ""35'"", '36', '4', '3'], ['L.Shamet', ""30'"", '16', '3', '1'], ['Bridges M.', ""39'"", '24', '11', '6'], ['Anunoby OG.', ""34'"", '9', '6', '5'], ['Towns K.', ""35'"", '8', '12', '1'], ['Hart J.', ""26'"", '3', '4', '4'], ['Jordan Clarkson', ""17'"", '10', '1', '1'], ['Hukporti A.', ""12'"", '0', '3', '1'], ['Kolek T.', ""11'"", '5', '1', '2'], ['Diawara M.', ""1'"", '0', '0', '0']]"
56,28-10-2025 19:00,Oklahoma City Thunder,107,Sacramento Kings,101,"[['Shai Gilgeous-Alexander', ""36'"", '31', '9', '4'], ['Cason Wallace', ""27'"", '8', '1', '3'], ['Luguentz Dort', ""35'"", '13', '5', '1'], ['Aaron Wiggins', ""34'"", '18', '6', '6'], ['Isaiah Hartenstein', ""31'"", '4', '14', '3'], ['Mitchell A.', ""24'"", '18', '0', '1'], ['Alex Caruso', ""24'"", '8', '2', '3'], ['Jaylin Williams', ""17'"", '3', '5', '4'], ['Barnhizer B.', ""7'"", '2', '1', '0'], ['Carlson B.', ""4'"", '2', '1', '0'], ['Youngblood C.', ""3'"", '0', '0', '1']]","[['Schroder D.', ""32'"", '8', '5', '3'], ['Westbrook R.', ""30'"", '16', '9', '4'], ['Zach LaVine', ""35'"", '23', '4', '3'], ['DeMar DeRozan', ""33'"", '19', '1', '3'], ['Domantas Sabonis', ""35'"", '10', '18', '3'], ['Keon Ellis', ""27'"", '12', '2', '0'], ['Malik Monk', ""26'"", '9', '2', '4'], ['D.Eubanks', ""13'"", '0', '4', '0'], ['Carter D.', ""9'"", '4', '1', '1']]"
57,28-10-2025 22:00,Golden State Warriors,98,Los Angeles Clippers,79,"[['Butler J.', ""32'"", '21', '5', '5'], ['Curry S.', ""26'"", '19', '2', '8'], ['Green D.', ""31'"", '7', '7', '4'], ['Kuminga J.', ""26'"", '9', '5', '1'], ['Q·Post', ""25'"", '12', '8', '0'], ['Podziemski B.', ""27'"", '12', '5', '4'], ['Moody M.', ""22'"", '9', '3', '2'], ['Horford A.', ""21'"", '2', '4', '0'], ['Hield B.', ""10'"", '2', '3', '0'], ['Richard W.', ""6'"", '5', '0', '0'], ['Santos G.', ""5'"", '0', '0', '0'], ['Payton G.', ""5'"", '0', '0', '0'], ['Jackson-Davis T.', ""3'"", '0', '0', '0'], ['Pat Spencer', ""3'"", '0', '0', '0']]","[['Harden', ""32'"", '20', '4', '1'], ['Bogdanovic B.', ""9'"", '2', '1', '0'], ['Leonard K.', ""31'"", '18', '6', '1'], ['Jones D.', ""23'"", '3', '2', '1'], ['Zubac I.', ""24'"", '14', '12', '1'], ['Dunn K.', ""26'"", '5', '4', '0'], ['John Collins', ""23'"", '5', '7', '0'], ['Batum N.', ""20'"", '3', '6', '1'], ['Lopez B.', ""19'"", '3', '2', '1'], ['Chris Paul', ""14'"", '0', '1', '2'], ['Christie C.', ""6'"", '4', '0', '0'], ['Brown K.', ""6'"", '2', '1', '0'], ['Niederhauser Y.', ""5'"", '0', '1', '2'], ['Telfort J.', ""3'"", '0', '0', '0']]"
58,29-10-2025 17:30,Toronto Raptors,121,Houston Rockets,139,"[['RJ Barrett', ""33'"", '10', '2', '4'], ['Immanuel Quickley', ""31'"", '15', '3', '7'], ['Scottie Barnes', ""33'"", '31', '5', '2'], ['Brandon Ingram', ""33'"", '29', '2', '4'], ['Murray-Boyles C.', ""25'"", '13', '1', '2'], ['Gradey Dick', ""20'"", '4', '3', '0'], ['Shead J.', ""19'"", '6', '2', '4'], ['Walter J.', ""16'"", '2', '2', '3'], ['Mamukelashvili S.', ""16'"", '10', '1', '2'], ['Mogbo J.', ""7'"", '0', '1', '1'], ['Ochai Agbaji', ""7'"", '1', '0', '0']]","[['Thompson A.', ""40'"", '18', '9', '7'], ['Okogie J.', ""23'"", '10', '1', '2'], ['Smith Jr. J.', ""38'"", '25', '5', '5'], ['Kevin Durant', ""37'"", '31', '5', '1'], ['Sengun A.', ""35'"", '18', '8', '9'], ['Eason T.', ""23'"", '14', '5', '4'], ['S.Adams', ""20'"", '12', '12', '2'], ['Sheppard R.', ""18'"", '7', '5', '1'], ['Clint Capela', ""6'"", '4', '3', '0']]"
59,29-10-2025 18:00,Boston Celtics,125,Cleveland Cavaliers,105,"[['White D.', ""35'"", '19', '5', '4'], ['Pritchard P.', ""32'"", '10', '3', '10'], ['Minott J.', ""33'"", '11', '15', '2'], ['Brown J.', ""32'"", '30', '5', '4'], ['Queta N.', ""26'"", '10', '13', '3'], ['Anfernee Simons', ""26'"", '14', '0', '2'], ['Hauser S.', ""21'"", '21', '3', '1'], ['Garza L.', ""16'"", '10', '5', '2'], ['Scheierman B.', ""10'"", '0', '3', '1'], ['Gonzalez H.', ""4'"", '0', '0', '0'], ['Tillman X.', ""4'"", '0', '1', '0'], ['Walsh J.', ""1'"", '0', '0', '0']]","[['D.Mitchell', ""32'"", '15', '4', '6'], ['Tyson J.', ""27'"", '19', '5', '1'], ['E.Mobley', ""34'"", '19', '11', '4'], ['Hunter D.', ""30'"", '18', '6', '2'], ['Jarrett Allen', ""25'"", '16', '6', '1'], ['Lonzo Ball', ""24'"", '3', '3', '5'], ['Porter C.', ""22'"", '7', '2', '4'], ['D.Wade', ""18'"", '6', '3', '0'], ['Larry Nance Jr', ""14'"", '0', '2', '2'], ['Proctor T.', ""9'"", '2', '0', '0'], ['Travers L.', ""3'"", '0', '0', '0'], ['Bryant T.', ""3'"", '0', '0', '0']]"
60,29-10-2025 18:00,Detroit Pistons,135,Orlando Magic,116,"[['Cunningham C.', ""36'"", '30', '6', '10'], ['Robinson D.', ""29'"", '15', '5', '2'], ['Harris T.', ""30'"", '23', '2', '3'], ['Thompson A.', ""29'"", '12', '11', '6'], ['Duren J.', ""33'"", '21', '13', '2'], ['Holland R.', ""23'"", '10', '2', '1'], ['Stewart I.', ""18'"", '9', '4', '1'], ['Green', ""17'"", '9', '2', '1'], ['Caris LeVert', ""16'"", '4', '1', '2'], ['Lanier C.', ""3'"", '2', '0', '0'], ['Jenkins D.', ""3'"", '0', '0', '0'], ['Reed P.', ""3'"", '0', '0', '1']]","[['Bane D.', ""31'"", '12', '5', '2'], ['Suggs J.', ""21'"", '8', '2', '5'], ['Banchero P.', ""35'"", '24', '11', '7'], ['Wagner F.', ""33'"", '22', '7', '2'], ['Carter W.', ""15'"", '8', '2', '1'], ['Bitadze G.', ""27'"", '10', '6', '2'], ['Black A.', ""24'"", '10', '4', '1'], ['da Silva T.', ""21'"", '15', '3', '0'], ['Penda N.', ""12'"", '4', '2', '0'], ['Tyus Jones', ""9'"", '3', '0', '1'], ['Isaac J.', ""6'"", '0', '0', '0'], ['Richardson J.', ""4'"", '0', '0', '1'], ['Howard J.', ""4'"", '0', '1', '0']]"
61,29-10-2025 18:30,Brooklyn Nets,112,Atlanta Hawks,117,"[['Cameron Thomas', ""35'"", '19', '2', '3'], ['Saraf B.', ""12'"", '0', '2', '1'], ['Porter M.', ""33'"", '32', '9', '2'], ['Terance Mann', ""30'"", '11', '5', '6'], ['Nicolas Claxton', ""29'"", '18', '11', '1'], ['Noah Clowney', ""25'"", '7', '4', '0'], ['Jalen Wilson', ""21'"", '6', '2', '2'], ['Tyrese Martin', ""20'"", '13', '5', '1'], [""Day'Ron Sharpe"", ""19'"", '2', '6', '4'], ['Demin E.', ""16'"", '4', '1', '3']]","[['Dyson Daniels', ""35'"", '7', '4', '6'], ['Trae Young', ""7'"", '6', '1', '1'], ['Johnson J.', ""29'"", '23', '7', '5'], ['Risacher Z.', ""28'"", '8', '3', '0'], ['Porzingis K.', ""25'"", '14', '6', '7'], ['Alexander-Walker N.', ""32'"", '18', '3', '3'], ['Onyeka Okongwu', ""28'"", '12', '14', '2'], ['L.Kennard', ""28'"", '17', '1', '2'], ['Mouhamed Gueye', ""14'"", '9', '4', '2'], ['Keaton Wallace', ""14'"", '3', '1', '5']]"
